"Fecha","Abreviatura","Estado","positivos _COVID_19","Poblacion","Muertes_x_ millon","Vuelos","Ingreso_PerCapita","Gasto_Salud_PerCapita","Densidad _Poblacional","Desempleo","Partido","Sin_Salud","desempleo_2019"
"20200411","SC","    South Carolina ","142","5084127","1.57352","33","45671","80","65.30033","0.026","Republicano","0.110","0.034"
"20200419","KY","    Kentucky ","185","4468402","1.56656","56","44591","87","43.69293","0.058","Democrata","0.060","0.047"
"20200417","KY","    Kentucky ","138","4468402","1.56656","55","44591","87","43.69293","0.058","Democrata","0.060","0.047"
"20200416","KY","    Kentucky ","81","4468402","1.56656","53","44591","87","43.69293","0.058","Democrata","0.060","0.047"
"20200414","KY","    Kentucky ","85","4468402","1.56656","50","44591","87","43.69293","0.058","Democrata","0.060","0.047"
"20200427","NE","    Nebraska.","296","1929268","1.55499","39","55712","98","9.69612","0.042","Republicano","0.090","0.029"
"20200426","NE","    Nebraska.","311","1929268","1.55499","40","55712","98","9.69612","0.042","Republicano","0.090","0.029"
"20200425","NE","    Nebraska.","297","1929268","1.55499","33","55712","98","9.69612","0.042","Republicano","0.090","0.029"
"20200417","NE","    Nebraska.","114","1929268","1.55499","40","55712","98","9.69612","0.042","Republicano","0.090","0.029"
"20200427","WI","    Wisconsin ","170","5813568","1.54810","56","54018","55","41.44597","0.034","Democrata","0.050","0.052"
"20200419","WI","    Wisconsin ","147","5813568","1.54810","46","54018","55","41.44597","0.034","Democrata","0.050","0.052"
"20200411","WI","    Wisconsin ","145","5813568","1.54810","71","54018","55","41.44597","0.034","Democrata","0.050","0.052"
"20200406","WI","    Wisconsin ","173","5813568","1.54810","78","54018","55","41.44597","0.034","Democrata","0.050","0.052"
"20200424","NC","    North Carolina ","444","10383620","1.54089","464","48207","59","82.46204","0.044","Democrata","0.110","0.034"
"20200410","OH","    Ohio ","324","11689442","1.53985","61","51082","53","110.45542","0.055","Republicano","0.060","0.042"
"20200429","AZ","    Arizona ","254","7171646","1.53382","242","46691","53","24.37618","0.055","Republicano","0.100","0.035"
"20200415","AZ","    Arizona ","156","7171646","1.53382","251","46691","53","24.37618","0.055","Republicano","0.100","0.035"
"20200411","AZ","    Arizona ","281","7171646","1.53382","317","46691","53","24.37618","0.055","Republicano","0.100","0.035"
"20200404","AZ","    Arizona ","250","7171646","1.53382","508","46691","53","24.37618","0.055","Republicano","0.100","0.035"
"20200416","VA","    Virginia ","389","8517685","1.52624","115","60778","77","83.27925","0.033","Democrata","0.090","0.027"
"20200425","OK","    Oklahoma ","72","3943079","1.52165","33","48196","89","22.19450","0.031","Republicano","0.140","0.032"
"20200422","OK","    Oklahoma ","87","3943079","1.52165","40","48196","89","22.19450","0.031","Republicano","0.140","0.032"
"20200411","OK","    Oklahoma ","74","3943079","1.52165","37","48196","89","22.19450","0.031","Republicano","0.140","0.032"
"20200421","CA","    California ","2283","39557045","1.51680","215","67256","114","97.92996","0.053","Democrata","0.070","0.045"
"20200501","ME","    Maine ","28","1338404","1.49432","74","51477","99","16.75455","0.032","Democrata","0.080","0.033"
"20200419","ME","    Maine ","20","1338404","1.49432","72","51477","99","16.75455","0.032","Democrata","0.080","0.033"
"20200417","ME","    Maine ","31","1338404","1.49432","73","51477","99","16.75455","0.032","Democrata","0.080","0.033"
"20200411","ME","    Maine ","30","1338404","1.49432","71","51477","99","16.75455","0.032","Democrata","0.080","0.033"
"20200409","ME","    Maine ","23","1338404","1.49432","111","51477","99","16.75455","0.032","Democrata","0.080","0.033"
"20200408","ME","    Maine ","18","1338404","1.49432","117","51477","99","16.75455","0.032","Democrata","0.080","0.033"
"20200407","ME","    Maine ","20","1338404","1.49432","124","51477","99","16.75455","0.032","Democrata","0.080","0.033"
"20200403","ME","    Maine ","56","1338404","1.49432","152","51477","99","16.75455","0.032","Democrata","0.080","0.033"
"20200401","ME","    Maine ","41","1338404","1.49432","160","51477","99","16.75455","0.032","Democrata","0.080","0.033"
"20200426","CA","    California ","1027","39557045","1.49152","194","67256","114","97.92996","0.053","Democrata","0.070","0.045"
"20200425","TN","    Tennessee ","463","6318676","1.47710","105","49272","99","63.39068","0.035","Republicano","0.090","0.035"
"20200425","NH","    New Hampshire ","50","1356458","1.47443","19","64197","82","58.49777","0.026","Republicano","0.060","0.037"
"20200405","NH","    New Hampshire ","81","1356458","1.47443","24","64197","82","58.49777","0.026","Republicano","0.060","0.037"
"20200404","NH","    New Hampshire ","61","1356458","1.47443","25","64197","82","58.49777","0.026","Republicano","0.060","0.037"
"20200429","TX","    Texas ","883","28701845","1.46332","470","53067","60","42.42146","0.047","Republicano","0.170","0.035"
"20200427","WA","    Washington ","0","7535591","1.45974","177","65634","96","43.78098","0.051","Democrata","0.060","0.048"
"20200421","WA","    Washington ","204","7535591","1.45974","190","65634","96","43.78098","0.051","Democrata","0.060","0.048"
"20200426","OH","    Ohio ","377","11689442","1.45430","44","51082","53","110.45542","0.055","Republicano","0.060","0.042"
"20200405","OH","    Ohio ","304","11689442","1.45430","92","51082","53","110.45542","0.055","Republicano","0.060","0.042"
"20200417","OR","    Oregon ","49","4190713","1.43174","73","53402","81","16.85672","0.033","Democrata","0.070","0.045"
"20200416","OR","    Oregon ","73","4190713","1.43174","74","53402","81","16.85672","0.033","Democrata","0.070","0.045"
"20200407","OR","    Oregon ","49","4190713","1.43174","124","53402","81","16.85672","0.033","Democrata","0.070","0.045"
"20200421","NM","    New Mexico ","126","2095428","1.43169","44","44683","220","6.66993","0.059","Democrata","0.090","0.042"
"20200410","NM","    New Mexico ","226","2095428","1.43169","53","44683","220","6.66993","0.059","Democrata","0.090","0.042"
"20200409","NM","    New Mexico ","71","2095428","1.43169","54","44683","220","6.66993","0.059","Democrata","0.090","0.042"
"20200404","NM","    New Mexico ","92","2095428","1.43169","58","44683","220","6.66993","0.059","Democrata","0.090","0.042"
"20200415","MN","    Minnesota ","114","5611179","1.42573","197","60436","85","27.20796","0.031","Democrata","0.050","0.039"
"20200426","VA","    Virginia ","586","8517685","1.40883","111","60778","77","83.27925","0.033","Democrata","0.090","0.027"
"20200410","VA","    Virginia ","467","8517685","1.40883","129","60778","77","83.27925","0.033","Democrata","0.090","0.027"
"20200408","VA","    Virginia ","312","8517685","1.40883","142","60778","77","83.27925","0.033","Democrata","0.090","0.027"
"20200428","HI","    Hawaii ","1","1420491","1.40796","63","58102","192","85.38914","0.026","Democrata","0.040","0.027"
"20200422","HI","    Hawaii ","2","1420491","1.40796","63","58102","192","85.38914","0.026","Democrata","0.040","0.027"
"20200411","HI","    Hawaii ","23","1420491","1.40796","71","58102","192","85.38914","0.026","Democrata","0.040","0.027"
"20200427","CO","    Colorado ","473","5695564","1.40460","416","61854","101","21.21794","0.045","Democrata","0.080","0.031"
"20200501","AZ","    Arizona ","314","7171646","1.39438","328","46691","53","24.37618","0.055","Republicano","0.100","0.035"
"20200407","SC","    South Carolina ","368","5084127","1.37683","51","45671","80","65.30033","0.026","Republicano","0.110","0.034"
"20200430","WI","    Wisconsin ","334","5813568","1.37609","56","54018","55","41.44597","0.034","Democrata","0.050","0.052"
"20200429","WI","    Wisconsin ","231","5813568","1.37609","54","54018","55","41.44597","0.034","Democrata","0.050","0.052"
"20200417","WI","    Wisconsin ","170","5813568","1.37609","56","54018","55","41.44597","0.034","Democrata","0.050","0.052"
"20200401","WI","    Wisconsin ","199","5813568","1.37609","93","54018","55","41.44597","0.034","Democrata","0.050","0.052"
"20200430","KS","    Kansas ","500","2911505","1.37386","14","54216","60","13.74942","0.031","Democrata","0.090","0.034"
"20200428","KS","    Kansas ","163","2911505","1.37386","17","54216","60","13.74942","0.031","Democrata","0.090","0.034"
"20200417","KS","    Kansas ","117","2911505","1.37386","17","54216","60","13.74942","0.031","Democrata","0.090","0.034"
"20200416","KS","    Kansas ","94","2911505","1.37386","20","54216","60","13.74942","0.031","Democrata","0.090","0.034"
"20200409","KS","    Kansas ","60","2911505","1.37386","20","54216","60","13.74942","0.031","Democrata","0.090","0.034"
"20200404","KS","    Kansas ","78","2911505","1.37386","21","54216","60","13.74942","0.031","Democrata","0.090","0.034"
"20200403","KS","    Kansas ","68","2911505","1.37386","26","54216","60","13.74942","0.031","Democrata","0.090","0.034"
"20200411","OH","    Ohio ","351","11689442","1.36876","53","51082","53","110.45542","0.055","Republicano","0.060","0.042"
"20200402","OH","    Ohio ","355","11689442","1.36876","107","51082","53","110.45542","0.055","Republicano","0.060","0.042"
"20200428","CA","    California ","1567","39557045","1.36512","196","67256","114","97.92996","0.053","Democrata","0.070","0.045"
"20200414","AK","    Alaska ","8","737438","1.35605","34","62796","281","0.49896","0.056","Republicano","0.140","0.034"
"20200411","AK","    Alaska ","11","737438","1.35605","15","62796","281","0.49896","0.056","Republicano","0.140","0.034"
"20200408","AK","    Alaska ","13","737438","1.35605","40","62796","281","0.49896","0.056","Republicano","0.140","0.034"
"20200405","AK","    Alaska ","14","737438","1.35605","26","62796","281","0.49896","0.056","Republicano","0.140","0.034"
"20200416","NC","    North Carolina ","342","10383620","1.34828","448","48207","59","82.46204","0.044","Democrata","0.110","0.034"
"20200424","KY","    Kentucky ","108","4468402","1.34276","55","44591","87","43.69293","0.058","Democrata","0.060","0.047"
"20200421","KY","    Kentucky ","90","4468402","1.34276","43","44591","87","43.69293","0.058","Democrata","0.060","0.047"
"20200408","KY","    Kentucky ","141","4468402","1.34276","71","44591","87","43.69293","0.058","Democrata","0.060","0.047"
"20200404","KY","    Kentucky ","61","4468402","1.34276","71","44591","87","43.69293","0.058","Democrata","0.060","0.047"
"20200401","KY","    Kentucky ","111","4468402","1.34276","134","44591","87","43.69293","0.058","Democrata","0.060","0.047"
"20200402","MS","    Mississippi ","104","2986530","1.33935","18","39840","85","24.57443","0.053","Republicano","0.120","0.037"
"20200419","GA","    Georgia ","632","10519475","1.33086","342","48642","76","70.62041","0.042","Republicano","0.130","0.036"
"20200501","TN","    Tennessee ","1525","6318676","1.32939","128","49272","99","63.39068","0.035","Republicano","0.090","0.035"
"20200422","TN","    Tennessee ","448","6318676","1.32939","127","49272","99","63.39068","0.035","Republicano","0.090","0.035"
"20200413","PA","    Pennsylvania ","1366","12807060","1.32739","230","59341","57","110.51640","0.060","Democrata","0.060","0.043"
"20200416","AR","    Arkansas ","51","3013825","1.32722","25","45345","108","22.36273","0.048","Republicano","0.080","0.047"
"20200419","NV","    Nevada ","102","3034392","1.31822","220","51296","46","10.67202","0.063","Democrata","0.110","0.04"
"20200426","ND","    North Dakota ","64","760077","1.31566","2","58246","113","4.25309","0.022","Republicano","0.080","0.041"
"20200425","ND","    North Dakota ","55","760077","1.31566","3","58246","113","4.25309","0.022","Republicano","0.080","0.041"
"20200423","ND","    North Dakota ","30","760077","1.31566","6","58246","113","4.25309","0.022","Republicano","0.080","0.041"
"20200422","ND","    North Dakota ","35","760077","1.31566","4","58246","113","4.25309","0.022","Republicano","0.080","0.041"
"20200419","ND","    North Dakota ","57","760077","1.31566","5","58246","113","4.25309","0.022","Republicano","0.080","0.041"
"20200414","ND","    North Dakota ","10","760077","1.31566","4","58246","113","4.25309","0.022","Republicano","0.080","0.041"
"20200412","ND","    North Dakota ","15","760077","1.31566","5","58246","113","4.25309","0.022","Republicano","0.080","0.041"
"20200411","ND","    North Dakota ","15","760077","1.31566","3","58246","113","4.25309","0.022","Republicano","0.080","0.041"
"20200410","ND","    North Dakota ","9","760077","1.31566","5","58246","113","4.25309","0.022","Republicano","0.080","0.041"
"20200409","ND","    North Dakota ","18","760077","1.31566","6","58246","113","4.25309","0.022","Republicano","0.080","0.041"
"20200407","ND","    North Dakota ","12","760077","1.31566","4","58246","113","4.25309","0.022","Republicano","0.080","0.041"
"20200404","FL","    Florida ","1526","21299325","1.31460","386","52329","64","153.35601","0.043","Republicano","0.130","0.032"
"20200501","MO","    Missouri ","273","6126452","1.30581","130","50198","57","34.41034","0.045","Republicano","0.090","0.051"
"20200412","VA","    Virginia ","197","8517685","1.29143","125","60778","77","83.27925","0.033","Democrata","0.090","0.027"
"20200417","OK","    Oklahoma ","108","3943079","1.26804","37","48196","89","22.19450","0.031","Republicano","0.140","0.032"
"20200406","OK","    Oklahoma ","75","3943079","1.26804","59","48196","89","22.19450","0.031","Republicano","0.140","0.032"
"20200419","FL","    Florida ","727","21299325","1.26765","154","52329","64","153.35601","0.043","Republicano","0.130","0.032"
"20200412","FL","    Florida ","861","21299325","1.26765","234","52329","64","153.35601","0.043","Republicano","0.130","0.032"
"20200405","FL","    Florida ","1040","21299325","1.26765","362","52329","64","153.35601","0.043","Republicano","0.130","0.032"
"20200421","IA","    Iowa ","482","3156145","1.26737","25","53489","91","21.81632","0.037","Republicano","0.040","0.035"
"20200420","IA","    Iowa ","257","3156145","1.26737","31","53489","91","21.81632","0.037","Republicano","0.040","0.035"
"20200417","IA","    Iowa ","191","3156145","1.26737","27","53489","91","21.81632","0.037","Republicano","0.040","0.035"
"20200415","IA","    Iowa ","96","3156145","1.26737","28","53489","91","21.81632","0.037","Republicano","0.040","0.035"
"20200428","UT","    Utah ","110","3161105","1.26538","142","48961","80","14.85347","0.036","Republicano","0.090","0.03"
"20200424","UT","    Utah ","170","3161105","1.26538","145","48961","80","14.85347","0.036","Republicano","0.090","0.03"
"20200421","UT","    Utah ","83","3161105","1.26538","149","48961","80","14.85347","0.036","Republicano","0.090","0.03"
"20200410","UT","    Utah ","126","3161105","1.26538","186","48961","80","14.85347","0.036","Republicano","0.090","0.03"
"20200409","CA","    California ","1352","39557045","1.26400","308","67256","114","97.92996","0.053","Democrata","0.070","0.045"
"20200402","IL","    Illinois ","715","12741080","1.25578","904","59725","73","88.60679","0.046","Democrata","0.070","0.037"
"20200426","AZ","    Arizona ","246","7171646","1.25494","245","46691","53","24.37618","0.055","Republicano","0.100","0.035"
"20200414","AZ","    Arizona ","104","7171646","1.25494","261","46691","53","24.37618","0.055","Republicano","0.100","0.035"
"20200409","AZ","    Arizona ","292","7171646","1.25494","328","46691","53","24.37618","0.055","Republicano","0.100","0.035"
"20200403","AZ","    Arizona ","171","7171646","1.25494","517","46691","53","24.37618","0.055","Republicano","0.100","0.035"
"20200407","NC","    North Carolina ","351","10383620","1.25197","604","48207","59","82.46204","0.044","Democrata","0.110","0.034"
"20200402","PA","    Pennsylvania ","1211","12807060","1.24931","407","59341","57","110.51640","0.060","Democrata","0.060","0.043"
"20200416","MN","    Minnesota ","103","5611179","1.24751","185","60436","85","27.20796","0.031","Democrata","0.050","0.039"
"20200411","MN","    Minnesota ","91","5611179","1.24751","186","60436","85","27.20796","0.031","Democrata","0.050","0.039"
"20200410","MN","    Minnesota ","94","5611179","1.24751","209","60436","85","27.20796","0.031","Democrata","0.050","0.039"
"20200410","CA","    California ","1163","39557045","1.23872","291","67256","114","97.92996","0.053","Democrata","0.070","0.045"
"20200427","AL","    Alabama ","229","4887871","1.22753","26","44350","115","37.26366","0.035","Republicano","0.100","0.068"
"20200413","AL","    Alabama ","209","4887871","1.22753","34","44350","115","37.26366","0.035","Republicano","0.100","0.068"
"20200410","AL","    Alabama ","199","4887871","1.22753","36","44350","115","37.26366","0.035","Republicano","0.100","0.068"
"20200407","AL","    Alabama ","151","4887871","1.22753","41","44350","115","37.26366","0.035","Republicano","0.100","0.068"
"20200402","AL","    Alabama ","156","4887871","1.22753","46","44350","115","37.26366","0.035","Republicano","0.100","0.068"
"20200417","TX","    Texas ","916","28701845","1.21943","492","53067","60","42.42146","0.047","Republicano","0.170","0.035"
"20200412","WI","    Wisconsin ","128","5813568","1.20408","63","54018","55","41.44597","0.034","Democrata","0.050","0.052"
"20200408","WI","    Wisconsin ","178","5813568","1.20408","72","54018","55","41.44597","0.034","Democrata","0.050","0.052"
"20200402","WI","    Wisconsin ","180","5813568","1.20408","81","54018","55","41.44597","0.034","Democrata","0.050","0.052"
"20200415","WA","    Washington ","311","7535591","1.19433","199","65634","96","43.78098","0.051","Democrata","0.060","0.048"
"20200423","OR","    Oregon ","68","4190713","1.19311","73","53402","81","16.85672","0.033","Democrata","0.070","0.045"
"20200501","TX","    Texas ","1142","28701845","1.18459","453","53067","60","42.42146","0.047","Republicano","0.170","0.035"
"20200413","TN","    Tennessee ","302","6318676","1.18168","166","49272","99","63.39068","0.035","Republicano","0.090","0.035"
"20200402","TN","    Tennessee ","162","6318676","1.18168","227","49272","99","63.39068","0.035","Republicano","0.090","0.035"
"20200427","VA","    Virginia ","1047","8517685","1.17403","114","60778","77","83.27925","0.033","Democrata","0.090","0.027"
"20200420","FL","    Florida ","664","21299325","1.17375","146","52329","64","153.35601","0.043","Republicano","0.130","0.032"
"20200429","NC","    North Carolina ","380","10383620","1.15567","454","48207","59","82.46204","0.044","Democrata","0.110","0.034"
"20200418","NC","    North Carolina ","281","10383620","1.15567","435","48207","59","82.46204","0.044","Democrata","0.110","0.034"
"20200409","NC","    North Carolina ","225","10383620","1.15567","518","48207","59","82.46204","0.044","Democrata","0.110","0.034"
"20200425","GA","    Georgia ","548","10519475","1.14074","279","48642","76","70.62041","0.042","Republicano","0.130","0.036"
"20200411","GA","    Georgia ","676","10519475","1.14074","430","48642","76","70.62041","0.042","Republicano","0.130","0.036"
"20200429","ID","    Idaho ","35","1754208","1.14012","26","46031","150","8.19553","0.026","Republicano","0.110","0.044"
"20200428","ID","    Idaho ","20","1754208","1.14012","27","46031","150","8.19553","0.026","Republicano","0.110","0.044"
"20200426","ID","    Idaho ","17","1754208","1.14012","26","46031","150","8.19553","0.026","Republicano","0.110","0.044"
"20200418","ID","    Idaho ","46","1754208","1.14012","23","46031","150","8.19553","0.026","Republicano","0.110","0.044"
"20200416","ID","    Idaho ","123","1754208","1.14012","30","46031","150","8.19553","0.026","Republicano","0.110","0.044"
"20200412","ID","    Idaho ","11","1754208","1.14012","32","46031","150","8.19553","0.026","Republicano","0.110","0.044"
"20200408","ID","    Idaho ","40","1754208","1.14012","40","46031","150","8.19553","0.026","Republicano","0.110","0.044"
"20200401","ID","    Idaho ","110","1754208","1.14012","54","46031","150","8.19553","0.026","Republicano","0.110","0.044"
"20200427","CA","    California ","1300","39557045","1.13760","206","67256","114","97.92996","0.053","Democrata","0.070","0.045"
"20200426","SD","    South Dakota ","65","882235","1.13348","12","54842","113","4.49318","0.033","Republicano","0.090","0.036"
"20200424","SD","    South Dakota ","84","882235","1.13348","14","54842","113","4.49318","0.033","Republicano","0.090","0.036"
"20200423","SD","    South Dakota ","98","882235","1.13348","15","54842","113","4.49318","0.033","Republicano","0.090","0.036"
"20200421","SD","    South Dakota ","70","882235","1.13348","14","54842","113","4.49318","0.033","Republicano","0.090","0.036"
"20200416","SD","    South Dakota ","143","882235","1.13348","16","54842","113","4.49318","0.033","Republicano","0.090","0.036"
"20200401","SD","    South Dakota ","21","882235","1.13348","23","54842","113","4.49318","0.033","Republicano","0.090","0.036"
"20200501","FL","    Florida ","1038","21299325","1.12680","161","52329","64","153.35601","0.043","Republicano","0.130","0.032"
"20200501","KY","    Kentucky ","169","4468402","1.11897","40","44591","87","43.69293","0.058","Democrata","0.060","0.047"
"20200428","KY","    Kentucky ","72","4468402","1.11897","38","44591","87","43.69293","0.058","Democrata","0.060","0.047"
"20200426","KY","    Kentucky ","126","4468402","1.11897","43","44591","87","43.69293","0.058","Democrata","0.060","0.047"
"20200406","KY","    Kentucky ","38","4468402","1.11897","95","44591","87","43.69293","0.058","Democrata","0.060","0.047"
"20200418","AZ","    Arizona ","212","7171646","1.11550","222","46691","53","24.37618","0.055","Republicano","0.100","0.035"
"20200416","AZ","    Arizona ","272","7171646","1.11550","248","46691","53","24.37618","0.055","Republicano","0.100","0.035"
"20200410","AZ","    Arizona ","94","7171646","1.11550","318","46691","53","24.37618","0.055","Republicano","0.100","0.035"
"20200407","AZ","    Arizona ","119","7171646","1.11550","383","46691","53","24.37618","0.055","Republicano","0.100","0.035"
"20200424","TX","    Texas ","862","28701845","1.11491","495","53067","60","42.42146","0.047","Republicano","0.170","0.035"
"20200427","WV","    West Virginia ","19","1805832","1.10752","6","42676","140","29.00558","0.061","Republicano","0.060","0.038"
"20200426","WV","    West Virginia ","24","1805832","1.10752","6","42676","140","29.00558","0.061","Republicano","0.060","0.038"
"20200421","WV","    West Virginia ","12","1805832","1.10752","7","42676","140","29.00558","0.061","Republicano","0.060","0.038"
"20200419","WV","    West Virginia ","78","1805832","1.10752","7","42676","140","29.00558","0.061","Republicano","0.060","0.038"
"20200405","PA","    Pennsylvania ","1493","12807060","1.09315","369","59341","57","110.51640","0.060","Democrata","0.060","0.043"
"20200405","CA","    California ","1412","39557045","1.08704","525","67256","114","97.92996","0.053","Democrata","0.070","0.045"
"20200414","TX","    Texas ","718","28701845","1.08007","483","53067","60","42.42146","0.047","Republicano","0.170","0.035"
"20200412","MN","    Minnesota ","194","5611179","1.06929","200","60436","85","27.20796","0.031","Democrata","0.050","0.039"
"20200420","CA","    California ","645","39557045","1.06176","216","67256","114","97.92996","0.053","Democrata","0.070","0.045"
"20200412","CA","    California ","2322","39557045","1.06176","264","67256","114","97.92996","0.053","Democrata","0.070","0.045"
"20200423","NC","    North Carolina ","388","10383620","1.05936","451","48207","59","82.46204","0.044","Democrata","0.110","0.034"
"20200411","VA","    Virginia ","568","8517685","1.05663","125","60778","77","83.27925","0.033","Democrata","0.090","0.027"
"20200407","VA","    Virginia ","455","8517685","1.05663","163","60778","77","83.27925","0.033","Democrata","0.090","0.027"
"20200430","CO","    Colorado ","23","5695564","1.05345","380","61854","101","21.21794","0.045","Democrata","0.080","0.031"
"20200420","IN","    Indiana ","476","6691878","1.04604","67","49128","53","72.11938","0.032","Republicano","0.080","0.032"
"20200413","IN","    Indiana ","308","6691878","1.04604","83","49128","53","72.11938","0.032","Republicano","0.080","0.032"
"20200425","TX","    Texas ","967","28701845","1.04523","442","53067","60","42.42146","0.047","Republicano","0.170","0.035"
"20200501","NE","    Nebraska.","497","1929268","1.03666","35","55712","98","9.69612","0.042","Republicano","0.090","0.029"
"20200424","NE","    Nebraska.","311","1929268","1.03666","40","55712","98","9.69612","0.042","Republicano","0.090","0.029"
"20200415","NE","    Nebraska.","30","1929268","1.03666","38","55712","98","9.69612","0.042","Republicano","0.090","0.029"
"20200411","NE","    Nebraska.","65","1929268","1.03666","43","55712","98","9.69612","0.042","Republicano","0.090","0.029"
"20200409","NE","    Nebraska.","48","1929268","1.03666","46","55712","98","9.69612","0.042","Republicano","0.090","0.029"
"20200408","NE","    Nebraska.","72","1929268","1.03666","50","55712","98","9.69612","0.042","Republicano","0.090","0.029"
"20200407","NE","    Nebraska.","38","1929268","1.03666","49","55712","98","9.69612","0.042","Republicano","0.090","0.029"
"20200405","NE","    Nebraska.","42","1929268","1.03666","58","55712","98","9.69612","0.042","Republicano","0.090","0.029"
"20200429","TN","    Tennessee ","314","6318676","1.03397","125","49272","99","63.39068","0.035","Republicano","0.090","0.035"
"20200408","TN","    Tennessee ","224","6318676","1.03397","181","49272","99","63.39068","0.035","Republicano","0.090","0.035"
"20200407","TN","    Tennessee ","336","6318676","1.03397","186","49272","99","63.39068","0.035","Republicano","0.090","0.035"
"20200402","DE","    Delaware ","25","967171","1.03394","21","54758","111","191.59868","0.051","Democrata","0.060","0.037"
"20200401","DE","    Delaware ","49","967171","1.03394","23","54758","111","191.59868","0.051","Democrata","0.060","0.037"
"20200426","WI","    Wisconsin ","224","5813568","1.03207","44","54018","55","41.44597","0.034","Democrata","0.050","0.052"
"20200418","WI","    Wisconsin ","154","5813568","1.03207","52","54018","55","41.44597","0.034","Democrata","0.050","0.052"
"20200403","WI","    Wisconsin ","182","5813568","1.03207","77","54018","55","41.44597","0.034","Democrata","0.050","0.052"
"20200422","KS","    Kansas ","186","2911505","1.03039","20","54216","60","13.74942","0.031","Democrata","0.090","0.034"
"20200406","KS","    Kansas ","98","2911505","1.03039","26","54216","60","13.74942","0.031","Democrata","0.090","0.034"
"20200402","KS","    Kansas ","70","2911505","1.03039","27","54216","60","13.74942","0.031","Democrata","0.090","0.034"
"20200406","AL","    Alabama ","172","4887871","1.02294","46","44350","115","37.26366","0.035","Republicano","0.100","0.068"
"20200426","PA","    Pennsylvania ","1116","12807060","1.01507","213","59341","57","110.51640","0.060","Democrata","0.060","0.043"
"20200412","PA","    Pennsylvania ","1178","12807060","1.01507","214","59341","57","110.51640","0.060","Democrata","0.060","0.043"
"20200405","OK","    Oklahoma ","93","3943079","1.01444","55","48196","89","22.19450","0.031","Republicano","0.140","0.032"
"20200404","OK","    Oklahoma ","171","3943079","1.01444","47","48196","89","22.19450","0.031","Republicano","0.140","0.032"
"20200403","OK","    Oklahoma ","109","3943079","1.01444","59","48196","89","22.19450","0.031","Republicano","0.140","0.032"
"20200402","OK","    Oklahoma ","160","3943079","1.01444","62","48196","89","22.19450","0.031","Republicano","0.140","0.032"
"20200416","TX","    Texas ","963","28701845","1.01039","508","53067","60","42.42146","0.047","Republicano","0.170","0.035"
"20200412","MS","    Mississippi ","139","2986530","1.00451","11","39840","85","24.57443","0.053","Republicano","0.120","0.037"
"20200403","MS","    Mississippi ","181","2986530","1.00451","18","39840","85","24.57443","0.053","Republicano","0.120","0.037"
"20200501","AR","    Arkansas ","66","3013825","0.99541","21","45345","108","22.36273","0.048","Republicano","0.080","0.047"
"20200423","AR","    Arkansas ","189","3013825","0.99541","25","45345","108","22.36273","0.048","Republicano","0.080","0.047"
"20200415","AR","    Arkansas ","89","3013825","0.99541","25","45345","108","22.36273","0.048","Republicano","0.080","0.047"
"20200413","AR","    Arkansas ","130","3013825","0.99541","27","45345","108","22.36273","0.048","Republicano","0.080","0.047"
"20200412","AR","    Arkansas ","54","3013825","0.99541","27","45345","108","22.36273","0.048","Republicano","0.080","0.047"
"20200409","AR","    Arkansas ","119","3013825","0.99541","28","45345","108","22.36273","0.048","Republicano","0.080","0.047"
"20200403","MD","    Maryland ","427","6042718","0.99293","285","66347","104","240.35313","0.033","Republicano","0.060","0.037"
"20200420","NV","    Nevada ","102","3034392","0.98867","212","51296","46","10.67202","0.063","Democrata","0.110","0.04"
"20200404","NV","    Nevada ","228","3034392","0.98867","335","51296","46","10.67202","0.063","Democrata","0.110","0.04"
"20200404","CA","    California ","1325","39557045","0.98592","482","67256","114","97.92996","0.053","Democrata","0.070","0.045"
"20200410","SC","    South Carolina ","273","5084127","0.98345","37","45671","80","65.30033","0.026","Republicano","0.110","0.034"
"20200402","SC","    South Carolina ","261","5084127","0.98345","63","45671","80","65.30033","0.026","Republicano","0.110","0.034"
"20200419","AZ","    Arizona ","210","7171646","0.97607","251","46691","53","24.37618","0.055","Republicano","0.100","0.035"
"20200413","AZ","    Arizona ","163","7171646","0.97607","313","46691","53","24.37618","0.055","Republicano","0.100","0.035"
"20200412","AZ","    Arizona ","146","7171646","0.97607","329","46691","53","24.37618","0.055","Republicano","0.100","0.035"
"20200408","AZ","    Arizona ","151","7171646","0.97607","365","46691","53","24.37618","0.055","Republicano","0.100","0.035"
"20200411","TX","    Texas ","890","28701845","0.97555","459","53067","60","42.42146","0.047","Republicano","0.170","0.035"
"20200426","NC","    North Carolina ","207","10383620","0.96306","442","48207","59","82.46204","0.044","Democrata","0.110","0.034"
"20200426","OR","    Oregon ","58","4190713","0.95449","71","53402","81","16.85672","0.033","Democrata","0.070","0.045"
"20200412","OR","    Oregon ","156","4190713","0.95449","79","53402","81","16.85672","0.033","Democrata","0.070","0.045"
"20200411","OR","    Oregon ","50","4190713","0.95449","71","53402","81","16.85672","0.033","Democrata","0.070","0.045"
"20200404","OR","    Oregon ","100","4190713","0.95449","123","53402","81","16.85672","0.033","Democrata","0.070","0.045"
"20200430","NM","    New Mexico ","239","2095428","0.95446","46","44683","220","6.66993","0.059","Democrata","0.090","0.042"
