"Fecha","Abreviatura","Estado","positivos _COVID_19","Poblacion","Muertes_x_ millon","Vuelos","Ingreso_PerCapita","Gasto_Salud_PerCapita","Densidad _Poblacional","Desempleo","Partido","Sin_Salud","desempleo_2019"
"20200405","CT","    Connecticut ","399","3572665","6.71767","63","79403","86","284.88561","0.037","Democrata","0.060","0.04"
"20200501","MS","    Mississippi ","397","2986530","6.69674","6","39840","85","24.57443","0.053","Republicano","0.120","0.037"
"20200415","NH","    New Hampshire ","119","1356458","6.63493","22","64197","82","58.49777","0.026","Republicano","0.060","0.037"
"20200408","NH","    New Hampshire ","73","1356458","6.63493","23","64197","82","58.49777","0.026","Republicano","0.060","0.037"
"20200427","RI","    Rhode Island ","269","1057315","6.62054","29","56766","141","394.81516","0.046","Democrata","0.050","0.039"
"20200415","RI","    Rhode Island ","278","1057315","6.62054","28","56766","141","394.81516","0.046","Democrata","0.050","0.039"
"20200414","RI","    Rhode Island ","275","1057315","6.62054","31","56766","141","394.81516","0.046","Democrata","0.050","0.039"
"20200412","RI","    Rhode Island ","316","1057315","6.62054","30","56766","141","394.81516","0.046","Democrata","0.050","0.039"
"20200411","RI","    Rhode Island ","334","1057315","6.62054","30","56766","141","394.81516","0.046","Democrata","0.050","0.039"
"20200414","MD","    Maryland ","536","6042718","6.61954","191","66347","104","240.35313","0.033","Republicano","0.060","0.037"
"20200425","IN","    Indiana ","715","6691878","6.57513","56","49128","53","72.11938","0.032","Republicano","0.080","0.032"
"20200422","CO","    Colorado ","341","5695564","6.49628","405","61854","101","21.21794","0.045","Democrata","0.080","0.031"
"20200408","IL","    Illinois ","1529","12741080","6.43588","586","59725","73","88.60679","0.046","Democrata","0.070","0.037"
"20200429","GA","    Georgia ","957","10519475","6.36914","329","48642","76","70.62041","0.042","Republicano","0.130","0.036"
"20200411","IL","    Illinois ","1293","12741080","6.35739","480","59725","73","88.60679","0.046","Democrata","0.070","0.037"
"20200418","MD","    Maryland ","736","6042718","6.28856","148","66347","104","240.35313","0.033","Republicano","0.060","0.037"
"20200415","IL","    Illinois ","1346","12741080","6.27890","502","59725","73","88.60679","0.046","Democrata","0.070","0.037"
"20200417","IN","    Indiana ","612","6691878","6.27627","67","49128","53","72.11938","0.032","Republicano","0.080","0.032"
"20200409","IN","    Indiana ","408","6691878","6.27627","81","49128","53","72.11938","0.032","Republicano","0.080","0.032"
"20200421","GA","    Georgia ","934","10519475","6.27408","342","48642","76","70.62041","0.042","Republicano","0.130","0.036"
"20200418","PA","    Pennsylvania ","1628","12807060","6.24655","191","59341","57","110.51640","0.060","Democrata","0.060","0.043"
"20200419","LA","    Louisiana ","348","4659978","6.22321","88","48401","89","41.64495","0.069","Democrata","0.080","0.041"
"20200419","DE","    Delaware ","215","967171","6.20366","14","54758","111","191.59868","0.051","Democrata","0.060","0.037"
"20200416","DE","    Delaware ","61","967171","6.20366","13","54758","111","191.59868","0.051","Democrata","0.060","0.037"
"20200414","DE","    Delaware ","136","967171","6.20366","14","54758","111","191.59868","0.051","Democrata","0.060","0.037"
"20200403","MI","    Michigan ","1135","9995915","6.20253","344","51067","58","68.26165","0.041","Democrata","0.050","0.046"
"20200425","IL","    Illinois ","2119","12741080","6.20042","434","59725","73","88.60679","0.046","Democrata","0.070","0.037"
"20200416","IN","    Indiana ","587","6691878","6.12683","68","49128","53","72.11938","0.032","Republicano","0.080","0.032"
"20200404","MI","    Michigan ","1143","9995915","6.10249","292","51067","58","68.26165","0.041","Democrata","0.050","0.046"
"20200411","PA","    Pennsylvania ","1676","12807060","6.09039","205","59341","57","110.51640","0.060","Democrata","0.060","0.043"
"20200410","PA","    Pennsylvania ","1751","12807060","6.09039","225","59341","57","110.51640","0.060","Democrata","0.060","0.043"
"20200407","PA","    Pennsylvania ","1579","12807060","6.09039","331","59341","57","110.51640","0.060","Democrata","0.060","0.043"
"20200402","MA","    Massachusetts ","1228","6902149","6.08506","353","75453","137","341.65841","0.029","Republicano","0.030","0.039"
"20200417","GA","    Georgia ","1525","10519475","5.98889","347","48642","76","70.62041","0.042","Republicano","0.130","0.036"
"20200414","IL","    Illinois ","1222","12741080","5.80798","481","59725","73","88.60679","0.046","Democrata","0.070","0.037"
"20200413","IL","    Illinois ","1173","12741080","5.80798","513","59725","73","88.60679","0.046","Democrata","0.070","0.037"
"20200427","MD","    Maryland ","906","6042718","5.79210","184","66347","104","240.35313","0.033","Republicano","0.060","0.037"
"20200426","MD","    Maryland ","815","6042718","5.79210","167","66347","104","240.35313","0.033","Republicano","0.060","0.037"
"20200411","MD","    Maryland ","726","6042718","5.79210","196","66347","104","240.35313","0.033","Republicano","0.060","0.037"
"20200407","IL","    Illinois ","1287","12741080","5.72950","704","59725","73","88.60679","0.046","Democrata","0.070","0.037"
"20200414","IN","    Indiana ","291","6691878","5.67853","61","49128","53","72.11938","0.032","Republicano","0.080","0.032"
"20200428","RI","    Rhode Island ","218","1057315","5.67475","29","56766","141","394.81516","0.046","Democrata","0.050","0.039"
"20200410","RI","    Rhode Island ","288","1057315","5.67475","32","56766","141","394.81516","0.046","Democrata","0.050","0.039"
"20200404","MA","    Massachusetts ","1334","6902149","5.65041","223","75453","137","341.65841","0.029","Republicano","0.030","0.039"
"20200427","GA","    Georgia ","512","10519475","5.60864","321","48642","76","70.62041","0.042","Republicano","0.130","0.036"
"20200423","NV","    Nevada ","127","3034392","5.60244","212","51296","46","10.67202","0.063","Democrata","0.110","0.04"
"20200426","LA","    Louisiana ","261","4659978","5.57943","83","48401","89","41.64495","0.069","Democrata","0.080","0.041"
"20200424","PA","    Pennsylvania ","2005","12807060","5.54382","218","59341","57","110.51640","0.060","Democrata","0.060","0.043"
"20200417","MD","    Maryland ","788","6042718","5.46112","186","66347","104","240.35313","0.033","Republicano","0.060","0.037"
"20200410","MD","    Maryland ","783","6042718","5.46112","238","66347","104","240.35313","0.033","Republicano","0.060","0.037"
"20200408","PA","    Pennsylvania ","1680","12807060","5.38765","306","59341","57","110.51640","0.060","Democrata","0.060","0.043"
"20200410","IL","    Illinois ","1465","12741080","5.33707","537","59725","73","88.60679","0.046","Democrata","0.070","0.037"
"20200421","OK","    Oklahoma ","127","3943079","5.32579","37","48196","89","22.19450","0.031","Republicano","0.140","0.032"
"20200403","CT","    Connecticut ","1090","3572665","5.31816","66","79403","86","284.88561","0.037","Democrata","0.060","0.04"
"20200411","NV","    Nevada ","116","3034392","5.27288","250","51296","46","10.67202","0.063","Democrata","0.110","0.04"
"20200413","CO","    Colorado ","791","5695564","5.26726","499","61854","101","21.21794","0.045","Democrata","0.080","0.031"
"20200501","ND","    North Dakota ","40","760077","5.26262","4","58246","113","4.25309","0.022","Republicano","0.080","0.041"
"20200501","NM","    New Mexico ","198","2095428","5.24952","40","44683","220","6.66993","0.059","Democrata","0.090","0.042"
"20200424","IN","    Indiana ","641","6691878","5.23022","68","49128","53","72.11938","0.032","Republicano","0.080","0.032"
"20200428","GA","    Georgia ","702","10519475","5.22840","332","48642","76","70.62041","0.042","Republicano","0.130","0.036"
"20200403","MA","    Massachusetts ","1436","6902149","5.21577","350","75453","137","341.65841","0.029","Republicano","0.030","0.039"
"20200409","IL","    Illinois ","1344","12741080","5.18009","539","59725","73","88.60679","0.046","Democrata","0.070","0.037"
"20200427","DE","    Delaware ","128","967171","5.16972","13","54758","111","191.59868","0.051","Democrata","0.060","0.037"
"20200420","DE","    Delaware ","207","967171","5.16972","13","54758","111","191.59868","0.051","Democrata","0.060","0.037"
"20200415","DE","    Delaware ","253","967171","5.16972","13","54758","111","191.59868","0.051","Democrata","0.060","0.037"
"20200426","NH","    New Hampshire ","67","1356458","5.16050","20","64197","82","58.49777","0.026","Republicano","0.060","0.037"
"20200429","SC","    South Carolina ","268","5084127","5.11396","27","45671","80","65.30033","0.026","Republicano","0.110","0.034"
"20200408","CO","    Colorado ","257","5695564","5.09168","507","61854","101","21.21794","0.045","Democrata","0.080","0.031"
"20200407","IN","    Indiana ","563","6691878","5.08079","97","49128","53","72.11938","0.032","Republicano","0.080","0.032"
"20200501","MN","    Minnesota ","594","5611179","4.99004","167","60436","85","27.20796","0.031","Democrata","0.050","0.039"
"20200426","MN","    Minnesota ","156","5611179","4.99004","141","60436","85","27.20796","0.031","Democrata","0.050","0.039"
"20200420","MD","    Maryland ","854","6042718","4.96465","185","66347","104","240.35313","0.033","Republicano","0.060","0.037"
"20200401","MA","    Massachusetts ","1118","6902149","4.92600","422","75453","137","341.65841","0.029","Republicano","0.030","0.039"
"20200415","PA","    Pennsylvania ","1145","12807060","4.91916","224","59341","57","110.51640","0.060","Democrata","0.060","0.043"
"20200416","CO","    Colorado ","339","5695564","4.91611","427","61854","101","21.21794","0.045","Democrata","0.080","0.031"
"20200430","AL","    Alabama ","177","4887871","4.91011","27","44350","115","37.26366","0.035","Republicano","0.100","0.068"
"20200417","IL","    Illinois ","1842","12741080","4.86615","495","59725","73","88.60679","0.046","Democrata","0.070","0.037"
"20200415","GA","    Georgia ","764","10519475","4.84815","469","48642","76","70.62041","0.042","Republicano","0.130","0.036"
"20200501","PA","    Pennsylvania ","1208","12807060","4.84108","202","59341","57","110.51640","0.060","Democrata","0.060","0.043"
"20200415","VA","    Virginia ","329","8517685","4.81351","126","60778","77","83.27925","0.033","Democrata","0.090","0.027"
"20200412","MD","    Maryland ","531","6042718","4.79916","215","66347","104","240.35313","0.033","Republicano","0.060","0.037"
"20200423","VT","    Vermont ","2","626299","4.79004","12","57184","144","26.23583","0.032","Republicano","0.040","0.03"
"20200418","VT","    Vermont ","24","626299","4.79004","10","57184","144","26.23583","0.032","Republicano","0.040","0.03"
"20200404","VT","    Vermont ","72","626299","4.79004","16","57184","144","26.23583","0.032","Republicano","0.040","0.03"
"20200401","VT","    Vermont ","28","626299","4.79004","24","57184","144","26.23583","0.032","Republicano","0.040","0.03"
"20200406","CT","    Connecticut ","1231","3572665","4.75835","66","79403","86","284.88561","0.037","Democrata","0.060","0.04"
"20200421","CO","    Colorado ","376","5695564","4.74053","391","61854","101","21.21794","0.045","Democrata","0.080","0.031"
"20200420","RI","    Rhode Island ","384","1057315","4.72896","28","56766","141","394.81516","0.046","Democrata","0.050","0.039"
"20200408","RI","    Rhode Island ","220","1057315","4.72896","33","56766","141","394.81516","0.046","Democrata","0.050","0.039"
"20200421","MS","    Mississippi ","204","2986530","4.68771","11","39840","85","24.57443","0.053","Republicano","0.120","0.037"
"20200416","PA","    Pennsylvania ","1245","12807060","4.68492","230","59341","57","110.51640","0.060","Democrata","0.060","0.043"
"20200414","PA","    Pennsylvania ","1146","12807060","4.68492","224","59341","57","110.51640","0.060","Democrata","0.060","0.043"
"20200427","IN","    Indiana ","949","6691878","4.63248","56","49128","53","72.11938","0.032","Republicano","0.080","0.032"
"20200422","IN","    Indiana ","341","6691878","4.63248","62","49128","53","72.11938","0.032","Republicano","0.080","0.032"
"20200426","IL","    Illinois ","2126","12741080","4.63069","488","59725","73","88.60679","0.046","Democrata","0.070","0.037"
"20200420","IL","    Illinois ","1151","12741080","4.63069","492","59725","73","88.60679","0.046","Democrata","0.070","0.037"
"20200428","CO","    Colorado ","438","5695564","4.56496","340","61854","101","21.21794","0.045","Democrata","0.080","0.031"
"20200422","OH","    Ohio ","359","11689442","4.53401","38","51082","53","110.45542","0.055","Republicano","0.060","0.042"
"20200501","SD","    South Dakota ","76","882235","4.53394","13","54842","113","4.49318","0.033","Republicano","0.090","0.036"
"20200430","SD","    South Dakota ","76","882235","4.53394","12","54842","113","4.49318","0.033","Republicano","0.090","0.036"
"20200422","PA","    Pennsylvania ","517","12807060","4.52875","217","59341","57","110.51640","0.060","Democrata","0.060","0.043"
"20200411","IN","    Indiana ","528","6691878","4.48305","86","49128","53","72.11938","0.032","Republicano","0.080","0.032"
"20200408","IN","    Indiana ","436","6691878","4.48305","89","49128","53","72.11938","0.032","Republicano","0.080","0.032"
"20200401","CT","    Connecticut ","429","3572665","4.47845","74","79403","86","284.88561","0.037","Democrata","0.060","0.04"
"20200413","MD","    Maryland ","711","6042718","4.46819","241","66347","104","240.35313","0.033","Republicano","0.060","0.037"
"20200424","VA","    Virginia ","542","8517685","4.46131","115","60778","77","83.27925","0.033","Democrata","0.090","0.027"
"20200430","IA","    Iowa ","302","3156145","4.43579","20","53489","91","21.81632","0.037","Republicano","0.040","0.035"
"20200501","NH","    New Hampshire ","92","1356458","4.42328","18","64197","82","58.49777","0.026","Republicano","0.060","0.037"
"20200430","NH","    New Hampshire ","44","1356458","4.42328","20","64197","82","58.49777","0.026","Republicano","0.060","0.037"
